brand,name,desc,category,servingSize,servingSizeUnit,calories,fat,carbs,protein,Calories_100g,Total_Fat_100g,Carbohydrates_100g,Protein_100g
Hardee's,"1/4 lb Low Carb Little Thickburger, Trim It","1/4 lb Low Carb Little Thickburger in a Lettuce Wrap w/ Beef Patty, Dill Pickles, Lettuce, Onions, Tomato, Ketchup & Mustard, Trim It, Better for You Options",Burgers,182,g,220,15,6,15,121,8,3,8
Dairy Queen,1/4 lb Mushroom Swiss GrillBurger Combo,"1/4 lb Mushroom Swiss GrillBurger w/ 1/4 lb Grillburger, Mushroom Sauce, Swiss Cheese, Mayo, 21 oz Diet Coke & regular Fries, Combo",Burgers,,,770,44,61,30,,,,
Frisch's Big Boy,1/4 Pound Cheeseburger,"1/4 Pound Cheeseburger, Beef, Burgers & Sandwiches",Burgers,,,690,47,30,35,,,,
Frisch's Big Boy,1/4 Pound Hamburger,"1/4 Pound Hamburger, Beef, Burgers & Sandwiches",Burgers,,,600,40,28,31,,,,
Boston Market,1/4 Rotisserie Chicken & 1/4 Rack of BBQ Ribs,"1/4 Rotisserie Chicken & 1/4 Rack of BBQ Ribs w/ Herbs, Spices & BBQ Sauce, also called St. Louis Style BBQ Ribs, 1/4 Rack & Rotisserie Chicken, Quarter White, Individual Meals, Ribs & Meatloaf, Rotisserie Chicken",Entrees,,,760,49,11,68,,,,
Jason's Deli,1/4 Sliced Avocado,"1/4 Sliced Avocado, for Whole Sandwich, Lighter Portion & BYO Veggie Sandwich, Build Your Own Sandwich, Toppings",ToppingsIngredients,,,60,5,3,,,,,
Checker's Drive-In/Rallys,10 Asian Kick Wings,"10 Asian Kick Wings, also called 10 Chicken Wings, Asian Kick, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,840,45,42,69,,,,
Hooters,10 Bacon Wrapped Wings,"10 Bacon Wrapped Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,1150,69,35,99,,,,
Ci Ci's Pizza,10 BBQ Wings,"10 BBQ Wings, Wings",AppetizersSides,2,oz,260,12,16,19,459,21,28,34
Denny's,10 Blueberry Pancake Puppies,"10 Blueberry Pancake Puppies w/ White Chocolate Chips, Powdered Sugar & Cream Cheese Icing, Featured Menu",Entrees,,,940,22,175,13,,,,
Zaxby's,10 Boneless Wings,"10 Boneless Wings, Wings & Fingerz",AppetizersSides,220,g,580,27,48,38,264,12,22,17
Hooters,10 Boneless Wings,"10 Boneless Wings, Wings",AppetizersSides,,,460,20,22,47,,,,
Zaxby's,10 Boneless Wings w/ 6 Celery Sticks & Ranch Sauce,"10 Boneless Wings w/ 6 Celery Sticks & 1 Portion Cup Ranch Sauce, Wings & Fingerz",AppetizersSides,,,790,48,51,39,,,,
Hooters,10 Breaded Wings,"10 Breaded Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,1370,86,74,74,,,,
Zaxby's,10 Buffalo Fingers,"10 Buffalo Fingers, Wings & Fingerz, Buffalo Chicken Fingers; Choice of Adding: Sauce",Entrees,442,g,1171,77.6,30.7,88,265,18,7,20
Zaxby's,10 Buffalo Wings,"10 Buffalo Wings w/ 6 Celery Sticks, Wings & Fingerz",AppetizersSides,335,g,790,59,3,61,236,18,1,18
Casey's General Store,10 Buffalo Wings,"10 Buffalo Wings, Lunch & Dinner",AppetizersSides,,,550,40,20,27.5,,,,
Zaxby's,10 Chicken Fingers,"10 Chicken Fingers, Wings & Fingerz",Entrees,352,g,771,35.6,25.7,86,219,10,7,24
Zaxby's,10 Chicken Fingerz w/ Zax Sauce,"10 Chicken Fingerz w/ 2 Portion Cups Zax Sauce, Wings & Fingerz",Entrees,438,g,1131,69.6,36.7,87,258,16,8,20
McDonald's,10 Chicken McNuggets,"10 Chicken McNuggets, Chicken & Sandwiches; Choice of Adding: Creamy Ranch Sauce, Habanero Ranch Sauce, Honey Mustard Sauce, Spicy Buffalo Sauce, Sweet N Sour Sauce, Tangy Barbeque Sauce or Honey",Entrees,,,440,27,26,24,,,,
Jack in the Box,10 Chicken Nuggets,"10 Chicken Nuggets, Chicken & More, Value Menu",Entrees,153,g,477,33,26,19,312,22,17,12
Burger King,10 Chicken Nuggets,"10 Chicken Nuggets, Chicken & More, Value Menu; Choice of Adding: Dipping Sauces",Entrees,146,g,430,27,27,20,295,18,18,14
Papa John's,10 Chicken Poppers,"10 Chicken Poppers w/ All White Lightly Breaded Chicken Breast, Papa's Wings & Poppers, Poppers, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",Entrees,180,g,370,14,29,23,206,8,16,13
Zaxby's,10 Chicken Wings,"10 Chicken Wings, for Buffalo Wings, Wings & Fingerz",AppetizersSides,236,g,580,38,0,60,246,16,0,25
Checker's Drive-In/Rallys,"10 Chicken Wings, Angry Buffalo","10 Chicken Wings, Angry Buffalo, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,710,45,6,69,,,,
Checker's Drive-In/Rallys,"10 Chicken Wings, Plain","10 Chicken Wings, Plain, Chicken & Fish",AppetizersSides,,,690,44,4,68,,,,
Hooters,10 Daytona Wings,"10 Daytona Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,1360,75,106,68,,,,
Ci Ci's Pizza,10 Garlic Parmesan Wings,"10 Garlic Parmesan Wings, Wings",AppetizersSides,2,oz,270,18,115,19,476,32,203,34
Checker's Drive-In/Rallys,10 Garlic Parmesan Wings,"10 Garlic Parmesan Wings, also called 10 Chicken Wings, Garlic Parmesan, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,1010,79,6,69,,,,
Carl's Jr.,10 Hand Breaded Chicken Tenders,"10 Hand Breaded Chicken Tenders, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",Entrees,213,g,440,21,21,41,207,10,10,19
Checker's Drive-In/Rallys,10 Honey BBQ Wings,"10 Honey BBQ Wings, also called 10 Chicken Wings, Honey BBQ, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,840,44,38,69,,,,
Ci Ci's Pizza,10 Hot Buffalo Wings,"10 Hot Buffalo Wings, Wings",AppetizersSides,2,oz,210,13,4,19,370,23,7,34
Checker's Drive-In/Rallys,10 Medium Buffalo Wings,"10 Medium Buffalo Wings, also called 10 Chicken Wings, Medium Buffalo, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,700,45,5,69,,,,
Ci Ci's Pizza,10 Mild Buffalo Wings,"10 Mild Buffalo Wings, Wings",AppetizersSides,2,oz,215,13.5,3,19,379,24,5,34
Jack in the Box,10 Mini Churros,"10 Mini Churros, Shakes & Desserts",Baked Goods,172,g,693,37,84,7,403,22,49,4
Friendly's,10 Mini Mozzarella Sticks,"10 Mini Mozzarella Sticks, Kids Sides & Add Ons, Kids",AppetizersSides,,,277,11,30,14,,,,
Auntie Anne's,10 Mini Pretzel Dogs w/ Butter,"10 Mini Pretzel Dogs w/ Butter, Mini Pretzel Dogs, Pretzel Dogs",Sandwiches,216,g,630,35,56,20,292,16,26,9
White Castle,10 Mozzarella Cheese Sticks,"10 Mozzarella Cheese Sticks, Sides",AppetizersSides,366,g,1470,111,73,41,402,30,20,11
Hooters,10 Naked Wings,"10 Naked Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,930,51,4,112,,,,
TGI Friday's,10 oz New York Strip,"10 oz New York Strip Fire Grilled w/ Hickory Smoked Sea Salt Seasoning & Garlic Parmesan Butter Topping, Fresh Steaks, From The Grill; Choice of: 2 Sides",Entrees,10,oz,500,33,4,49,176,12,1,17
TGI Friday's,10 oz New York Strip & Baby Back Ribs,"10 oz New York Strip & Baby Back Ribs w/ 10 oz American Cut, Lightly Marbled Steak & 1/2 Rack of Ribs, From The Grill; Choice of: 2 Sides",Entrees,10,oz,990,57,42,80,349,20,15,28
Captain D's,10 Piece Grilled Shrimp Meal,"10 Piece Grilled Shrimp Meal w/ 10 Grilled Shrimp, Rice, Broccoli & Green Beans, D Lites Menu",Entrees,,,380,,,,,,,
Hardee's,10 Piece Hand Breaded Chicken Tender Box,"10 Piece Hand Breaded Chicken Tender Box, Chicken & More, Hand Breaded Chicken; Choice of Adding: Honey Mustard, Buttermilk Ranch or Sweet Baby Ray's BBQ Sauce",Entrees,213,g,440,21,24,41,207,10,11,19
Dominos,"10"" Small Spinach & Feta Pizza on Thin Crust","10"" Small Spinach & Feta Pizza on Thin Crust, Specialty Pizza, Pizza, Cal O Meter",Pizza,,,240,,,,,,,
Wawa,"100% Orange Juice, 16 oz","100% Orange Juice, 16 oz, Fruit Juices & Drinks, Packaged Wawa Beverages",Beverages,16,oz,220,0,54,3,49,0,12,1
Red Lobster,100% Pure Melted Butter,"100% Pure Melted Butter, Dressings & Sauces, Dressings & Condiments, Dressings & Dipping Sauce",ToppingsIngredients,,,300,33,0,0,,,,
Papa Murphy's,1000 Island Dressing,"1000 Island Dressing, Salad Dressings & Croutons, Salads",ToppingsIngredients,30,ml,120,13,3,0,,,,
Famous Dave's,12 BBQ Chicken Wings,"12 BBQ Chicken Wings w/out Extra Sauce, To Go Menu",AppetizersSides,,,640,31,27,65,,,,
Famous Dave's,12 Boneless Wings,"12 Boneless Wings w/out Sauces, To Go Menu",AppetizersSides,,,930,41,87,56,,,,
Famous Dave's,12 Buffalo Chicken Wings,"12 Buffalo Chicken Wings w/out Extra Sauce, To Go Menu",AppetizersSides,,,660,38,16,65,,,,
Famous Dave's,"12 Buffalo Chicken Wings, ZT","12 Buffalo Chicken Wings w/out Extra Sauce, ZT, To Go Menu",AppetizersSides,,,650,37,16,65,,,,
Hooters,12 Buffalo Shrimp,"12 Buffalo Shrimp, Appetizers",Entrees,,,410,22,25,29,,,,
Auntie Anne's,12 Cheddar Stuffed Pretzel Nuggets,"12 Cheddar Stuffed Pretzel Nuggets w/out Butter, Soft Pretzels, Cheddar Stuffed Pretzel Nuggets",Baked Goods,159,g,440,12,66,15,277,8,42,9
Auntie Anne's,12 Cheddar Stuffed Pretzel Nuggets w/ Butter,"12 Cheddar Stuffed Pretzel Nuggets w/ Butter, Soft Pretzels, Cheddar Stuffed Pretzel Nuggets",Baked Goods,162,g,470,15,66,15,290,9,41,9
Chick-Fil-A,12 Chick Fil A Nuggets,"12 Chick Fil A Nuggets, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,390,18,14,41,,,,
Taco Bell,12 Cinnabon Delights,"12 Cinnabon Delights w/ Icing & Cinnamon Sugar, Breakfast, Drinks & Sweets, Sweets",Baked Goods,,,233,13,26,2,,,,
Tim Hortons,12 Grain Bagel,"12 Grain Bagel, Bagels, Classic Bagels, Snacks & Baked Goods, Breakfast Snacks, Breakfast",Baked Goods,113,g,350,9,55,11,310,8,49,10
Tim Hortons,"12 Grain Bagel, for Bagel BELT","12 Grain Bagel, for Bagel BELT, Bread, Bagel BELT, Breakfast",ToppingsIngredients,113,g,347,9,55,11,307,8,49,10
Chick-Fil-A,12 Grilled Nuggets,"12 Grilled Nuggets, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,210,5,3,38,,,,
Auntie Anne's,12 Mini Pretzel Dogs,"12 Mini Pretzel Dogs w/out Butter, Pretzel Dogs",Sandwiches,258,g,710,37,67,25,275,14,26,10
Auntie Anne's,12 Mini Pretzel Dogs w/ Butter,"12 Mini Pretzel Dogs w/ Butter, Pretzel Dogs",Sandwiches,264,g,770,43,67,25,292,16,25,9
Popeyes,12 Onion Rings,"12 Onion Rings, Signature Sides",AppetizersSides,150,g,560,38,50,6,373,25,33,4
Hooters,12 Raw Oysters,"12 Raw Oysters, Seafood",AppetizersSides,,,280,5,47,9,,,,
Captain D's,12 Steamed Shrimp,"12 Steamed Shrimp, Limited Time Offers",Entrees,,,250,16,4,20,,,,
Marco's Pizza,"12"" Chicken Club Tuscano Sub","12"" Chicken Club Tuscano Sub on a White Sub Bun w/ Mayonnaise, Sliced Tomatoes, Cheese, Grilled Chicken & Bacon, also called Chicken Club Sub, Subs",Sandwiches,,,680,32,55,42,,,,
Sheetz,"12"" Flour Tortilla, for MTO Chicken Sandwich","12"" Flour Tortilla, for MTO Chicken Sandwich, MTO Burger, MTO Wrapz, Quesadillas, MTO Burritos & Quesaritos, Bread, Chicken Sandwichez, Burgerz, Wrapz & Shnack Wrapz, Burritos & Quesaritos",ToppingsIngredients,,,280,6,48,7,,,,
Sheetz,"12"" Flour Tortilla, for MTO Shnack Wrap","12"" Flour Tortilla, for MTO Shnack Wrapz, Wrapz & Shnack Wrapz",ToppingsIngredients,,,140,3,24,4,,,,
Marco's Pizza,"12"" Ham & Cheese Leonardo Sub","12"" Ham & Cheese Leonardo Sub on a White Sub Bun w/ Mayonnaise, Red Onion, Sliced Tomatoes, Sliced Provolone Cheese & Sliced Ham, also called Ham & Cheese Sub, Subs",Sandwiches,,,630,29,56,35,,,,
Marco's Pizza,"12"" Italian Sausage Ultimo Sub","12"" Italian Sausage Ultimo Sub on a White Sub Bun w/ Pizza Sauce, Red Onion, Green Peppers, Cheese & Italian Sausage, Subs",Sandwiches,,,740,40,62,36,,,,
Marco's Pizza,"12"" Italiano Sub","12"" Italiano Sub on a White Sub Bun w/ Sub Sauce, Red Onion, Sliced Tomatoes, Banana Peppers, Sliced Provolone Cheese, Sliced Ham & Sliced Genoa Salami, also called Italian Sub, Subs",Sandwiches,,,730,40,58,36,,,,
Marco's Pizza,"12"" Meatball Fabio Sub","12"" Meatball Fabio Sub on a White Sub Bun w/ Pizza Sauce, Sliced Provolone Cheese & Italian Meatballs, Subs",Sandwiches,,,640,27,60,37,,,,
Marco's Pizza,"12"" Steak & Cheese Bruno Sub","12"" Steak & Cheese Bruno Sub on a White Sub Bun w/ Mayonnaise, Mushrooms, Cheese & Steak, also called Steak & Cheese Sub, Subs",Sandwiches,,,620,29,54,37,,,,
Marco's Pizza,"12"" Turkey & Ham Maximo Sub","12"" Turkey & Ham Maximo Sub on a White Sub Bun w/ Mayonnaise, Red Onion, Sliced Tomatoes, Sliced Provolone Cheese, Turkey & Sliced Ham, Subs",Sandwiches,,,620,27,56,35,,,,
Marco's Pizza,"12"" Turkey Club Bravo Sub","12"" Turkey Club Bravo Sub on a White Sub Bun w/ Mayonnaise, Sliced Tomatoes, Sliced Provolone Cheese, Turkey & Bacon, Subs",Sandwiches,,,670,31,55,41,,,,
Marco's Pizza,"12"" Veggie Fresco Sub","12"" Veggie Fresco Sub on a White Sub Bun w/ Sub Sauce, Red Onion, Mushrooms, Green Peppers, Sliced Tomatoes, Black Olives & Mild Cheddar Cheese, also called Veggie Sub, Subs",Sandwiches,,,590,29,60,23,,,,
Hooters,15 Bacon Wrapped Wings,"15 Bacon Wrapped Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,1700,104,48,148,,,,
Hooters,15 Boneless Wings,"15 Boneless Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,690,31,33,70,,,,
Hooters,15 Breaded Wings,"15 Breaded Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,2050,129,112,111,,,,
Papa John's,15 Chicken Poppers,"15 Chicken Poppers w/ All White Lightly Breaded Chicken Breast, Papa's Wings & Poppers, Poppers, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",Entrees,270,g,550,22,44,34,204,8,16,13
Hooters,15 Daytona Wings,"15 Daytona Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,1960,111,143,100,,,,
Carl's Jr.,15 Hand Breaded Chicken Tenders,"15 Hand Breaded Chicken Tenders, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",Entrees,213,g,440,21,21,41,207,10,10,19
Hardee's,"15 Hand Breaded Chicken Tenders, Box","15 Hand Breaded Chicken Tenders, Box, Hand Breaded Chicken, Chicken & More; Choice of: Honey Mustard, Buttermilk Ranch, Spicy Buffalo or Sweet & Bold BBQ Sauce",Entrees,213,g,440,21,21,41,207,10,10,19
Hooters,15 Naked Wings,"15 Naked Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,1390,77,6,169,,,,
Papa John's,16 Unsauced Roasted Wings,"16 Unsauced Roasted Wings, Papa's Wings & Poppers, Wings, Sides, Sides & Desserts, Ingredients",AppetizersSides,581,g,1620,113,8,133,279,19,1,23
Papa John's,16 Wings w/ BBQ Sauce,"16 Wings w/ BBQ Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,671,g,1750,114,40,134,261,17,6,20
Papa John's,16 Wings w/ Buffalo Sauce,"16 Wings w/ Buffalo Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of: Dipping Sauce",AppetizersSides,671,g,1670,115,16,133,249,17,2,20
Papa John's,16 Wings w/ Honey Chipotle Sauce,"16 Wings w/ Honey Chipotle Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of: Dipping Sauce",AppetizersSides,671,g,1800,113,55,133,268,17,8,20
Popeyes,18 Onion Rings,"18 Onion Rings, Signature Sides",AppetizersSides,225,g,830,56,74,9,369,25,33,4
IHOP,2 Bacon Strips,"2 Bacon Strips, Made to Add Sides, All You Can Eat Pancakes & Seasonal Offerings",AppetizersSides,,,80,6,1,7,,,,
Denny's,2 Bacon Strips,"2 Bacon Strips, Soups, Salads & Sides, Build Your Own Burger, Build Your Own Grand Slam, Kids, Kids & Adults",AppetizersSides,,,70,5,1,5,,,,
Bonefish Grill,2 BFG Soft Tacos Filet Mignon,"2 BFG Soft Tacos Filet Mignon, Lunch Combinations, Lunch",Sandwiches,,,576,34,39,28,,,,
Bonefish Grill,2 BFG Soft Tacos w/ Herb Grilled Chicken,"2 BFG Soft Tacos w/ Herb Grilled Chicken, Lunch Combinations, Lunch",Sandwiches,,,507,28,38,24,,,,
Bonefish Grill,2 BFG Soft Tacos w/ Tilapia,"2 BFG Soft Tacos w/ Tilapia, Lunch Combinations, Lunch",Sandwiches,,,521,28,39,30,,,,
Perkins,2 Biscuits,"2 Biscuits w/ Whipped Butter Blend & Jumbo Round Biscuits, Hearty Extras, Breakfast Menu",Baked Goods,180,g,650,36,68,12,361,20,38,7
IHOP,2 Biscuits w/ Butter,"2 Biscuits w/ Butter, Made to Add Sides, All You Can Eat Pancakes & Seasonal Offerings",Baked Goods,,,490,21,65,10,,,,
Bob Evans,2 Blueberry Crepes,"2 Blueberry Crepes w/ Blueberry Topping, Farm Fresh Value Menu Breakfast, Crepes & Waffles, Breakfast",Entrees,,,630,28,82,11,,,,
Bojangles,2 Bo Berry Biscuits,"2 Bo Berry Biscuits w/ Icing, Sweets",Baked Goods,,,350,16,48,4,,,,
Bob Evans,2 Bob Evans Sausage Links,"2 Bob Evans Sausage, Breakfast Meats, Breakfast, Sides",AppetizersSides,,,200,22,0,8,,,,
Bob Evans,2 Bob Evans Sausage Patties,"2 Bob Evans Sausage Patties, Breakfast Meats, Breakfast, Sides",AppetizersSides,,,340,28,0,22,,,,
Popeyes,2 Bonafide Chicken Legs,"2 Bonafide Chicken Legs, Live Well, 350 Calories or Under",Entrees,,,340,,,,,,,
Wingstop,"2 Boneless Wings, Atomic Sauce","2 Boneless Wings w/ Atomic Sauce, Flavors, Flavors 3 Ways, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,172,8,15,9,,,,
Wingstop,"2 Boneless Wings, Cajun Sauce","2 Boneless Wings w/ Cajun Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,168,8,14,9,,,,
Wingstop,"2 Boneless Wings, Garlic Parmesan Sauce","2 Boneless Wings w/ Garlic Parmesan Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,220,14,14,10,,,,
Wingstop,"2 Boneless Wings, Ken's Hawaiian Sauce","2 Boneless Wings w/ Ken's Hawaiian Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,184,8,19,9,,,,
Wingstop,"2 Boneless Wings, Ken's Hickory Smoked BBQ","2 Boneless Wings w/ Ken's Hickory Smoked BBQ, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,200,8,22,9,,,,
Wingstop,"2 Boneless Wings, Ken's Teriyaki Sauce","2 Boneless Wings w/ Ken's Teriyaki Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,188,8,19,9,,,,
Wingstop,"2 Boneless Wings, Lemon Pepper","2 Boneless Wings w/ Lemon Pepper, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,210,13,14,9,,,,
Wingstop,"2 Boneless Wings, Louisiana Rub","2 Boneless Wings w/ Louisiana Rub, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,196,11,14,9,,,,
Wingstop,"2 Boneless Wings, Mango Habanero Sauce","2 Boneless Wings w/ Mango Habanero Sauce, Flavors, Flavors 3 Ways, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,190,8,20,9,,,,
Wingstop,"2 Boneless Wings, Mild Sauce","2 Boneless Wings w/ Mild Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,220,14,14,9,,,,
Wingstop,"2 Boneless Wings, Original Hot Sauce","2 Boneless Wings w/ Original Hot Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,168,8,14,9,,,,
Wingstop,"2 Boneless Wings, Plain","2 Boneless Wings, Plain, Flavors 3 Ways, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,166,8,14,9,,,,
Wingstop,"2 Boneless Wings, Renfro Hickory Smoked BBQ Sauce","2 Boneless Wings w/ Renfro Hickory Smoked BBQ Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,200,8,22,9,,,,
Wingstop,"2 Boneless Wings, Renfro Teriyaki Sauce","2 Boneless Wings w/ Renfro Teriyaki Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,188,8,18,9,,,,
Wingstop,"2 Boneless Wings, Renfro's Hawaiian Sauce","2 Boneless Wings w/ Renfro's Hawaiian Sauce, Flavors, Boneless Wings; Choice of: 8, 12, 20, 30, 50, 75, 100 Wings",AppetizersSides,,,184,8,18,9,,,,
White Castle,"2 Breakfast Sliders Combo w/ 2 Original Sliders, Egg & American Cheese, Sausage or Bacon, Small Hash Brown Nibblers & Coffee","2 Breakfast Sliders Combo w/ 2 Original Sliders, Egg & American Cheese, Sausage or Bacon, Small Hash Brown Nibblers & Coffee, Breakfast",Sandwiches,,,980,71,51,32,,,,
On the Border,2 Brisket Tacos,"2 Brisket Tacos on Flour Tortillas w/ Shredded Beef Brisket, Jack Cheese, Fried Onion Strings & Jalapeno BBQ Sauce, Border Smart, Tacos, Burritos y Chimis, Border Smart",Sandwiches,,,1000,35,127,43,,,,
Denny's,2 Buttermilk Biscuits,"2 Buttermilk Biscuits, Breakfast Sides",Baked Goods,,,400,18,50,6,,,,
Bob Evans,2 Buttermilk Biscuits,"2 Buttermilk Biscuits, Freshly Baked Breads, Bakery & Desserts, Breakfast, Sides, Family Meals, Starters",Baked Goods,,,400,21,48,7,,,,
Bob Evans,2 Buttermilk Hotcakes,"2 Buttermilk Hotcakes w/out Condiments, Breakfast, Hotcakes & French Toast, Griddle Items",Entrees,,,340,9,61,5,,,,
Perkins,2 Buttermilk Pancakes,"2 Buttermilk Pancakes w/ Whipped Butter Blend, Breakfast",Entrees,165,g,380,21,43,5,230,13,26,3
Perkins,2 Buttermilk Pancakes,"2 Buttermilk Pancakes w/ Whipped Butter Blend, Breakfast, Build A Breakfast",Entrees,165,g,380,21,43,5,230,13,26,3
Denny's,2 Buttermilk Pancakes,"2 Buttermilk Pancakes, Build Your Own Grand Slam, Breakfast",Entrees,,,450,10,79,8,,,,
IHOP,2 Buttermilk Pancakes w/ Butter,"2 Buttermilk Pancakes w/ Butter, All You Can Eat Pancakes & Seasonal Offerings; Choice in: Egg Combo, Regular Combo, Sausage & Eggs Combo, Bacon & Eggs Combo, Ham & Eggs Combo & Ultimate Bacon & Sausage Combo",Entrees,,,310,14,38,8,,,,
IHOP,2 Canadian Style Bacon,"2 Canadian Style Bacon, Meat, All You Can Eat Pancakes & Seasonal Offerings, for Big 3 Egg Breakfast,",AppetizersSides,,,120,5,1,19,,,,
Chick-Fil-A,2 Chick n Strips,"2 Chick n Strips, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,250,12,13,22,,,,
Chick-Fil-A,2 Chick n Strips,"2 Chick n Strips, Kids Meals; Choice in: Chick n Strips Kids Meal",Entrees,,,230,11,14,19,,,,
Perkins,2 Chicken Apple Sausage,"2 Chicken Apple Sausage, Build A Breakfast, Breakfast",AppetizersSides,56,g,90,4,3,10,161,7,5,18
Zaxby's,2 Chicken Fingers,"2 Chicken Fingers, for Kiddie Finger, Zax Kidz, Kids",Entrees,70,g,160,7,5,17,229,10,7,24
Steak 'N Shake,"2 Chicken Fingers & Fries, Kids","2 Chicken Fingers, Kids, Kids Plates; Choice of Adding: Applesauce or Fries or Cheese Fries",Entrees,,,400,21,38,16,,,,
El Pollo Loco,"2 Chicken Legs, Kids Combos","2 Chicken Legs, Kids Combos; Choice in: Kids Combos",Entrees,3.2,oz,170,8,0,25,187,9,0,28
Olive Garden,2 Chicken Meatballs,"2 Chicken Meatballs, Toppings, Cucina Mia, Dinner Entrees",ToppingsIngredients,,,210,6,10,26,,,,
Denny's,2 Chicken Sausage Patties,"2 Chicken Sausage Patties, Breakfast Sides",AppetizersSides,,,230,18,1,15,,,,
Dairy Queen,"2 Chicken Strips, Kids","2 Chicken Strips, Kids Meals, Entree Options; Choice of: Dipping Sauce",Entrees,,,240,12,19,15,,,,
Culver's,2 Chicken Tenders,"2 Chicken Tenders, Kids Meals, Sandwiches & Favorites; Choice in: SnackPak; Choice of Adding: Sweet & Sour Sauce, BBQ Sauce, Honey Mustard or Ranch Sauce",Entrees,114,g,270,12,21,20,237,11,18,18
